filerName,filing,submissionType,reportPeriod,filedDate,inclMgrs,normalizedIssuer,normalizedTitleOfClass,issuerSIC,issuerSector,issuerTicker,issuerQkid,value,shrsOrPrnAmt,putCall,shrsOrPrnAmtType,invDiscretion,votingAuthSole,votingAuthShared,votingAuthNone,portWgt,hasOtherManager,otherManager,otherManagerFileNumber,QtrsHeld,QOQSshPrnAmt,QOQValue,QOQPortWgt,newOrDel
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,EXTREME NETWORKS,COM,3576,TE,EXTR,0001078271.0000.001S6ZV24,4429756,383861,,SH,DFND,365261,0,18600,0.00003791,TRUE,2;1,028-11452;028-05394,7,314986,3214801,0.00002729,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,EXTREME NETWORKS,COM,3576,TE,EXTR,0001078271.0000.001S6ZV24,7620970,660396,,SH,DFND,660396,0,0,0.00006522,TRUE,1,028-05394,23,351916,2179383,0.00001767,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,EXXON MOBIL CORP,COM,2911,EN,XOM,0000034088.0000.001S69V32,244104,2100,,SH,DFND,2100,0,0,0.00000209,TRUE,1,028-05394,5,-3650861,-364978937,-0.00318923,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,EXXON MOBIL CORP,COM,2911,EN,XOM,0000034088.0000.001S69V32,155268975,1335762,,SH,DFND,1154943,0,180819,0.00132882,TRUE,2;1,028-11452;028-05394,8,-84951,13226089,0.00008765,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,F N B CORP,COM,6021,FI,FNB,0000037808.0000.001S5R1Q5,177702,12603,,SH,DFND,9862,0,2741,0.00000152,TRUE,2;1,028-11452;028-05394,1,12603,177702,0.00000152,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,F5 INC,COM,3576,TE,FFIV,0001048695.0000.001SCP8D1,12238982,64555,,SH,DFND,64555,0,0,0.00010474,TRUE,1,028-05394,10,-59672,-9995166,-0.00008954,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,F5 INC,COM,3576,TE,FFIV,0001048695.0000.001SCP8D1,259928,1371,,SH,DFND,1371,0,0,0.00000222,TRUE,2;1,028-11452;028-05394,3,0,14546,0.00000008,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FACTSET RESH SYS INC,COM,7370,TE,FDS,0001013237.0000.001S5XRL6,2434622,5358,,SH,DFND,5358,0,0,0.00002084,TRUE,1,028-05394,9,4458,2005277,0.00001708,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FAIR ISAAC CORP,COM,7389,IN,FICO,0000814547.0000.001S8ZT61,61392090,49129,,SH,DFND,47429,0,1700,0.00052541,TRUE,2;1,028-11452;028-05394,8,14213,20749517,0.00017027,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FAIR ISAAC CORP,COM,7389,IN,FICO,0000814547.0000.001S8ZT61,37741971,30203,,SH,DFND,30203,0,0,0.000323,TRUE,1,028-05394,9,-172920,-198695232,-0.00174299,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FARMLAND PARTNERS INC,COM,6798,RE,FPI,0001591670.0570.005TNS0R6,147086,13251,,SH,DFND,13251,0,0,0.00000126,TRUE,1,028-05394,1,13251,147086,0.00000126,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FARO TECHNOLOGIES INC,COM,3829,IN,FARO,0000917491.0000.001S8HPX9,871456,40514,,SH,DFND,38083,0,2431,0.00000746,TRUE,2;1,028-11452;028-05394,2,17355,349684,0.0000029,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FARO TECHNOLOGIES INC,COM,3829,IN,FARO,0000917491.0000.001S8HPX9,15445428,718058,,SH,DFND,718058,0,0,0.00013218,TRUE,1,028-05394,12,92342,1348047,0.000009,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FASTENAL CO,COM,5200,CS,FAST,0000815556.0000.001S5R1F7,2716871,35220,,SH,DFND,35220,0,0,0.00002325,TRUE,1,028-05394,3,-13760,-455564,-0.00000447,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FASTENAL CO,COM,5200,CS,FAST,0000815556.0000.001S5R1F7,4647916,60253,,SH,DFND,59153,0,1100,0.00003978,TRUE,2;1,028-11452;028-05394,8,-27394,-1028980,-0.00000983,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FATE THERAPEUTICS INC,COM,2836,HC,FATE,0001434316.0000.001T888S2,14805910,2017154,,SH,DFND,2017154,0,0,0.00012671,TRUE,1,028-05394,6,-1040688,3369581,0.00002678,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FATE THERAPEUTICS INC,COM,2836,HC,FATE,0001434316.0000.001T888S2,5239380,713812,,SH,DFND,699015,0,14797,0.00004484,TRUE,2;1,028-11452;028-05394,5,189675,3279108,0.00002771,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FEDEX CORP,COM,4513,IN,FDX,0001048911.0000.001S5R3M5,36820449,127081,,SH,DFND,111700,0,15381,0.00031512,TRUE,2;1,028-11452;028-05394,7,95875,28926267,0.00024614,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FEDEX CORP,COM,4513,IN,FDX,0001048911.0000.001S5R3M5,10530021,36343,,SH,DFND,36343,0,0,0.00009012,TRUE,1,028-05394,1,36343,10530021,0.00009012,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIBROGEN INC,COM,2834,HC,FGEN,0000921299.0000.001SN7DS0,234941,99975,,SH,DFND,99975,0,0,0.00000201,TRUE,1,028-05394,3,-1504467,-1187076,-0.00001041,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIDELIS INSURANCE HOLDINGS L,COM,6331,FI,FIHL,0001636639.0000.009CWCNB0,2656702,136381,,SH,DFND,136381,0,0,0.00002274,TRUE,1,028-05394,1,136381,2656702,0.00002274,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIDELITY NATL INFORMATION SV,COM,7389,IN,FIS,0001136893.0000.001S8SWQ0,43042871,580249,,SH,DFND,526749,0,53500,0.00036837,TRUE,2;1,028-11452;028-05394,8,-883042,-44857019,-0.0003997,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIFTH THIRD BANCORP,COM,6022,FI,FITB,0000035527.0000.001S5R6S2,1325085,35611,,SH,DFND,35611,0,0,0.00001134,TRUE,1,028-05394,7,12914,542265,0.0000045,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST ADVANTAGE CORP NEW,COM,7389,IN,FA,0001210677.0000.011J0CVZ5,833546,51390,,SH,DFND,51390,0,0,0.00000713,TRUE,1,028-05394,8,-72451,-1218499,-0.0000108,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST AMERN FINL CORP,COM,6361,FI,FAF,0001472787.0000.001T1LV65,1082661,17734,,SH,DFND,15023,0,2711,0.00000927,TRUE,2;1,028-11452;028-05394,1,17734,1082661,0.00000927,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST AMERN FINL CORP,COM,6361,FI,FAF,0001472787.0000.001T1LV65,10753652,176145,,SH,DFND,176145,0,0,0.00009203,TRUE,1,028-05394,1,176145,10753652,0.00009203,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST BANCSHARES INC MS,COM,6021,FI,FBMS,0000947559.0000.001SB73Y1,656198,25287,,SH,DFND,25287,0,0,0.00000562,TRUE,1,028-05394,1,25287,656198,0.00000562,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST FINL CORP IND,COM,6022,FI,THFF,0000714562.0000.001S6TD85,441447,11517,,SH,DFND,11517,0,0,0.00000378,TRUE,1,028-05394,1,11517,441447,0.00000378,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST FNDTN INC,COM,6022,FI,FFWM,0001413837.0000.001V9VY13,3183684,421680,,SH,DFND,410725,0,10955,0.00002725,TRUE,2;1,028-11452;028-05394,8,-104299,-1907793,-0.00001724,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST FNDTN INC,COM,6022,FI,FFWM,0001413837.0000.001V9VY13,1119053,148219,,SH,DFND,148219,0,0,0.00000958,TRUE,1,028-05394,5,-145552,-1724650,-0.00001527,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST HORIZON CORPORATION,COM,6021,FI,FHN,0000036966.0000.001SCW8R8,11712516,760553,,SH,DFND,719853,0,40700,0.00010024,TRUE,2;1,028-11452;028-05394,4,-570661,-7137474,-0.00006447,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST HORIZON CORPORATION,COM,6021,FI,FHN,0000036966.0000.001SCW8R8,101287463,6577108,,SH,DFND,6577108,0,0,0.00086684,TRUE,1,028-05394,5,-764825,-2674308,-0.00004158,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST INDL RLTY TR INC,COM,6798,RE,FR,0000921825.0570.001S81Z00,14247902,271182,,SH,DFND,271182,0,0,0.00012194,TRUE,1,028-05394,1,271182,14247902,0.00012194,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST INDL RLTY TR INC,COM,6798,RE,FR,0000921825.0570.001S81Z00,9520406,181203,,SH,DFND,162009,0,19194,0.00008148,TRUE,2;1,028-11452;028-05394,3,81115,4248771,0.00003541,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST INTERNET BANCORP,COM,6022,FI,INBK,0001562463.0000.001SJZH45,1627013,46834,,SH,DFND,45534,0,1300,0.00001392,TRUE,2;1,028-11452;028-05394,8,-8314,292983,0.00000227,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST INTERNET BANCORP,COM,6022,FI,INBK,0001562463.0000.001SJZH45,1461303,42064,,SH,DFND,42064,0,0,0.00001251,TRUE,1,028-05394,14,-1645,403982,0.00000327,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST INTST BANCSYSTEM INC,COM,6022,FI,FIBK,0000860413.0000.001S9F1B6,3348245,123052,,SH,DFND,123052,0,0,0.00002865,TRUE,1,028-05394,1,123052,3348245,0.00002865,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST LONG IS CORP,COM,6021,FI,FLIC,0000740663.0000.001S5R7J0,119084,10738,,SH,DFND,10738,0,0,0.00000102,TRUE,1,028-05394,1,10738,119084,0.00000102,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST MAJESTIC SILVER CORP,COM,N/A,NA,AG,0001308648.0000.001SGV444,110397,18775,,SH,DFND,18775,0,0,0.00000094,TRUE,2;1,028-11452;028-05394,1,18775,110397,0.00000094,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST MAJESTIC SILVER CORP,COM,N/A,NA,AG,0001308648.0000.001SGV444,2950815,502017,,SH,DFND,502017,0,0,0.00002525,TRUE,1,028-05394,42,-277620,-1840268,-0.00001661,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRST SOLAR INC,COM,3674,TE,FSLR,0001274494.0000.001S991Z7,53537790,317167,,SH,DFND,317167,0,0,0.00045819,TRUE,1,028-05394,17,-291188,-51269609,-0.00045762,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRSTCASH HOLDINGS INC,COM,5900,CD,FCFS,0000840489.0000.0145KL756,6595093,51710,,SH,DFND,51710,0,0,0.00005644,TRUE,1,028-05394,10,-25135,-1734137,-0.00001634,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRSTCASH HOLDINGS INC,COM,5900,CD,FCFS,0000840489.0000.0145KL756,699429,5484,,SH,DFND,5184,0,300,0.00000599,TRUE,2;1,028-11452;028-05394,2,2994,429538,0.00000363,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIRSTSERVICE CORP NEW,COM,N/A,NA,FSV,0001637810.0000.0093LLBP5,2651748,16011,,SH,DFND,16011,0,0,0.00002269,TRUE,1,028-05394,20,-8600,-1334031,-0.00001213,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FISERV INC,COM,7389,IN,FI,0000798354.0000.001S5R6Q4,63620986,398079,,SH,DFND,398079,0,0,0.00054448,TRUE,1,028-05394,9,-1652457,-208772216,-0.00183569,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FISERV INC,COM,7389,IN,FI,0000798354.0000.001S5R6Q4,19760784,123644,,SH,DFND,106941,0,16703,0.00016912,TRUE,2;1,028-11452;028-05394,8,21119,6141363,0.00005011,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FIVE BELOW INC,COM,5331,CS,FIVE,0001177609.0000.001TCDMY9,259736,1432,,SH,DFND,1432,0,0,0.00000222,TRUE,1,028-05394,2,-33856,-7262254,-0.0000635,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLOWERS FOODS INC,COM,2000,CS,FLO,0001128928.0000.001S5R7L7,960925,40460,,SH,DFND,35346,0,5114,0.00000822,TRUE,2;1,028-11452;028-05394,8,-10584,-188075,-0.00000182,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLOWSERVE CORP,COM,3561,IN,FLS,0000030625.0000.001SB3F87,2537752,55555,,SH,DFND,55555,0,0,0.00002172,TRUE,1,028-05394,2,-36333,-1249871,-0.00001138,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLOWSERVE CORP,COM,3561,IN,FLS,0000030625.0000.001SB3F87,1016334,22249,,SH,DFND,18749,0,3500,0.0000087,TRUE,2;1,028-11452;028-05394,1,22249,1016334,0.0000087,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLUOR CORP NEW,COM,1600,IN,FLR,0001124198.0000.001S5Q738,26734912,632330,,SH,DFND,585759,0,46571,0.0002288,TRUE,2;1,028-11452;028-05394,8,-476795,-16709514,-0.00015081,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLUOR CORP NEW,COM,1600,IN,FLR,0001124198.0000.001S5Q738,727681,17211,,SH,DFND,17211,0,0,0.00000623,TRUE,1,028-05394,9,-676357,-26439378,-0.00023116,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FLUSHING FINL CORP,COM,6022,FI,FFIC,0000923139.0000.001S7KQM7,1598658,126777,,SH,DFND,126777,0,0,0.00001368,TRUE,1,028-05394,1,126777,1598658,0.00001368,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOOT LOCKER INC,COM,5661,CD,FL,0000850209.0000.001S5XMR1,42458246,1489763,,SH,DFND,1489763,0,0,0.00036337,TRUE,1,028-05394,11,-1589971,-53475468,-0.0004749,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOOT LOCKER INC,COM,5661,CD,FL,0000850209.0000.001S5XMR1,3408230,119587,,SH,DFND,104404,0,15183,0.00002917,TRUE,2;1,028-11452;028-05394,2,27640,544081,0.00000414,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORD MTR CO DEL,COM,3711,CD,F,0000037996.0000.001S5TZ33,8084864,608800,,SH,DFND,608800,0,0,0.00006919,TRUE,4;1,028-15385;028-05394,3,-111200,-691936,-0.0000075,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORD MTR CO DEL,COM,3711,CD,F,0000037996.0000.001S5TZ33,14131288,1064103,,SH,DFND,1064103,0,0,0.00012094,TRUE,1,028-05394,43,-153668,-713340,-0.00000877,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORESTAR GROUP INC,COM,6500,RE,FOR,0001406587.0000.001S5R9G9,594691,14797,,SH,DFND,14797,0,0,0.00000509,TRUE,1,028-05394,1,14797,594691,0.00000509,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORESTAR GROUP INC,COM,6500,RE,FOR,0001406587.0000.001S5R9G9,242868,6043,,SH,DFND,5743,0,300,0.00000208,TRUE,2;1,028-11452;028-05394,3,-12272,-362809,-0.00000321,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORMFACTOR INC,COM,3674,TE,FORM,0001039399.0000.001SFT2R8,2880166,63120,,SH,DFND,63120,0,0,0.00002465,TRUE,1,028-05394,8,-73742,-2828348,-0.00002523,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORRESTER RESH INC,COM,8700,IN,FORR,0001023313.0000.001S98HN6,718077,33306,,SH,DFND,33306,0,0,0.00000615,TRUE,1,028-05394,2,22098,417591,0.00000352,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTINET INC,COM,3577,TE,FTNT,0001262039.0000.001S77BL6,5016823,73442,,SH,DFND,73442,0,0,0.00004293,TRUE,1,028-05394,9,-460747,-26249259,-0.00023027,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTINET INC,COM,3577,TE,FTNT,0001262039.0000.001S77BL6,90487661,1324662,,SH,DFND,1215800,0,108862,0.00077441,TRUE,2;1,028-11452;028-05394,7,-1165164,-55241855,-0.00049897,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTIS INC,COM,N/A,NA,FTS,0001666175.0000.001S5YVM5,383415,9700,,SH,DFND,5600,0,4100,0.00000328,TRUE,2;1,028-11452;028-05394,2,3000,107863,0.00000087,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTIS INC,COM,N/A,NA,FTS,0001666175.0000.001S5YVM5,3015183,76296,,SH,DFND,76296,0,0,0.0000258,TRUE,1,028-05394,1,76296,3015183,0.0000258,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTIVE CORP,COM,3823,IN,FTV,0001659166.0000.00BLVZ237,625451,7271,,SH,DFND,7271,0,0,0.00000535,TRUE,1,028-05394,31,-6540,-391453,-0.00000353,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTIVE CORP,COM,3823,IN,FTV,0001659166.0000.00BLVZ237,2228434,25906,,SH,DFND,21806,0,4100,0.00001907,TRUE,2;1,028-11452;028-05394,8,-15833,-844809,-0.00000778,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTUNA SILVER MINES INC,COM,N/A,NA,FSM,0001341335.0000.001S982M0,165149,44276,,SH,DFND,44276,0,0,0.00000141,TRUE,2;1,028-11452;028-05394,1,44276,165149,0.00000141,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTUNA SILVER MINES INC,COM,N/A,NA,FSM,0001341335.0000.001S982M0,7628164,2045538,,SH,DFND,2045538,0,0,0.00006528,TRUE,1,028-05394,6,493706,1638093,0.00001294,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORTUNE BRANDS INNOVATIONS I,COM,2430,IN,FBIN,0001519751.0000.001THLZ70,228609,2700,,SH,DFND,1400,0,1300,0.00000196,TRUE,2;1,028-11452;028-05394,1,2700,228609,0.00000196,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FORWARD AIR CORP,COM,4731,IN,FWRD,0000912728.0000.001SC0FW1,2809451,90307,,SH,DFND,90307,0,0,0.00002404,TRUE,1,028-05394,3,18541,-1702477,-0.00001538,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOSSIL GROUP INC,COM,3873,CD,FOSL,0000883569.0000.001S6FP74,1052098,1031469,,SH,DFND,1031469,0,0,0.000009,TRUE,1,028-05394,14,-48725,-524985,-0.00000478,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOSSIL GROUP INC,COM,3873,CD,FOSL,0000883569.0000.001S6FP74,737664,723200,,SH,DFND,702200,0,21000,0.00000631,TRUE,2;1,028-11452;028-05394,8,-21019,-348896,-0.00000318,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOX FACTORY HLDG CORP,COM,3751,CD,FOXF,0001424929.0000.004T7VS71,787559,15125,,SH,DFND,13825,0,1300,0.00000674,TRUE,2;1,028-11452;028-05394,1,15125,787559,0.00000674,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FOX FACTORY HLDG CORP,COM,3751,CD,FOXF,0001424929.0000.004T7VS71,27252605,523384,,SH,DFND,523384,0,0,0.00023323,TRUE,1,028-05394,17,340828,14933726,0.00012559,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANCO NEV CORP,COM,N/A,NA,FNV,0001456346.0000.001STGSR5,2867824,24067,,SH,DFND,24067,0,0,0.00002454,TRUE,1,028-05394,24,-130206,-14227167,-0.00012483,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN COVEY CO,COM,8741,IN,FC,0000886206.0000.001SB0L96,204270,5203,,SH,DFND,5203,0,0,0.00000175,TRUE,2;1,028-11452;028-05394,5,-1673,-95042,-0.00000087,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN COVEY CO,COM,8741,IN,FC,0000886206.0000.001SB0L96,2216541,56458,,SH,DFND,56458,0,0,0.00001897,TRUE,1,028-05394,8,15880,450181,0.00000354,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN ELEC INC,COM,3621,IN,FELE,0000038725.0000.001S5R3W4,4131624,38682,,SH,DFND,38682,0,0,0.00003536,TRUE,1,028-05394,5,-7148,-297846,-0.00000335,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN RESOURCES INC,COM,6282,FI,BEN,0000038777.0000.001S5P3W6,1749173,62226,,SH,DFND,57026,0,5200,0.00001497,TRUE,2;1,028-11452;028-05394,8,-51123,-1627494,-0.00001454,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN RESOURCES INC,COM,6282,FI,BEN,0000038777.0000.001S5P3W6,13849207,492679,,SH,DFND,492679,0,0,0.00011852,TRUE,1,028-05394,1,492679,13849207,0.00011852,NEW
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN STR PPTYS CORP,COM,6798,RE,FSP,0001031316.0570.001SK1MS2,1019225,448998,,SH,DFND,448998,0,0,0.00000872,TRUE,1,028-05394,5,244118,494732,0.00000414,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRANKLIN STR PPTYS CORP,COM,6798,RE,FSP,0001031316.0570.001SK1MS2,59926,26399,,SH,DFND,26399,0,0,0.00000051,TRUE,2;1,028-11452;028-05394,8,-97041,-256080,-0.00000225,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRESHPET INC,COM,2040,CS,FRPT,0001611647.0000.001V04FM0,72500322,625758,,SH,DFND,625758,0,0,0.00062047,TRUE,1,028-05394,5,467124,58737236,0.00050021,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRONTDOOR INC,COM,7340,RE,FTDR,0001727263.0000.00H9MNF05,15205705,466719,,SH,DFND,466719,0,0,0.00013013,TRUE,1,028-05394,19,-128693,-5764706,-0.00005311,
D. E. Shaw & Co.  Inc.,edgar/data/1009207/0001104659-24-061895.txt,13F-HR,20240331,20240515,4,FRONTDOOR INC,COM,7340,RE,FTDR,0001727263.0000.00H9MNF05,1452644,44587,,SH,DFND,43287,0,1300,0.00001243,TRUE,2;1,028-11452;028-05394,8,5637,80825,0.00000045,
