issuerName,filing,submissionType,reportPeriod,filedDate,issuerTitleOfClass,filerCik,filerName,issuerQkid,value,QOQValue,shrsOrPrnAmt,QOQSshPrnAmt,portWgt,QOQPortWgt,qtrsHeld,newOrDeleted
CROCS INC,edgar/data/1570296/0001570296-24-000006.txt,13F-HR,20240630,20240731,COM,1570296,Fernwood Investment Management  LLC,0001334036.0000.001SDGFR8,0,-43140,0,-300,0,-0.00013472,1,DEL
CROCS INC,edgar/data/1568132/0001568132-24-000004.txt,13F-HR,20240630,20240712,COM,1568132,Financial Management Professionals  Inc.,0001334036.0000.000BLY663,0,0,2,2,0,0,1,NEW
CROCS INC,edgar/data/1546007/0001546007-24-000005.txt,13F-HR,20240630,20240718,COM,1546007,Assenagon Asset Management S.A.,0001334036.0000.001SDGFR8,0,-115125130,0,-800592,0,-0.00272513,6,DEL
CROCS INC,edgar/data/1483824/0001483824-24-000005.txt,13F-HR,20240630,20240805,COM,1483824,TD Capital Management LLC,0001334036.0000.001SDGFR8,0,-1294,0,-9,0,-0.00000138,1,DEL
CROCS INC,edgar/data/1348183/0001348183-24-000004.txt,13F-HR,20240630,20240717,COM,1348183,AlphaMark Advisors  LLC,0001334036.0000.001SDGFR8,0,-14000,0,-100,0,-0.0492216,7,DEL
CROCS INC,edgar/data/884423/0001420506-24-001097.txt,13F-HR,20240630,20240711,COM,884423,SALEM INVESTMENT COUNSELORS INC,0001334036.0000.001SDGFR8,0,-719,0,-5,0,-0.00000024,1,DEL
CROCS INC,edgar/data/764038/0001104659-24-085270.txt,13F-HR,20240630,20240802,COM,764038,SouthState Corp,0001334036.0000.001SDGFR8,0,-1007,0,-7,0,-0.00000078,1,DEL
CROCS INC,edgar/data/752798/0000752798-24-000006.txt,13F-HR,20240630,20240723,COM,752798,CONCOURSE FINANCIAL GROUP SECURITIES  INC.,0001334036.000P.000BLY663,0,0,0,0,0,0,23,
CROCS INC,edgar/data/752798/0000752798-24-000006.txt,13F-HR,20240630,20240723,COM,752798,CONCOURSE FINANCIAL GROUP SECURITIES  INC.,0001334036.000C.000BLY663,0,0,0,0,0,0,23,
CROCS INC,edgar/data/108572/0001062993-24-014103.txt,13F-HR,20240630,20240726,COM,108572,WRIGHT INVESTORS SERVICE INC,0001334036.0000.001SDGFR8,0,-549316,0,-3820,0,-0.00139238,1,DEL
